codigo;descricao;unidade_medida;custo;descricao_nbr;codigo_nbr
7700;"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 3/4"", E = *2,65* MM, PESO *1,58* KG/M (NBR 5580)";M     ;"26,58";"Outros aços
Zinco
Bitola
Tubulações
";"0M 20 20 01 05 00 00
0M 10 10 37 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
7694;"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 3"", E = *4,05* MM, PESO *8,47* KG/M (NBR 5580)";M     ;"139,15";"Outros aços
Zinco
Bitola
Tubulações
";"0M 20 20 01 05 00 00
0M 10 10 37 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
7693;"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 4"", E = 4,50* MM, PESO 12,10* KG/M (NBR 5580)";M     ;"191,64";"Outros aços
Zinco
Bitola
Tubulações
";"0M 20 20 01 05 00 00
0M 10 10 37 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
7692;"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 5"", E = *5,40* MM, PESO *17,80* KG/M (NBR 5580)";M     ;"286,92";"Outros aços
Zinco
Bitola
Tubulações
";"0M 20 20 01 05 00 00
0M 10 10 37 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
7695;"TUBO ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, DN 6"", E = 4,85* MM, PESO 19,68* KG/M (NBR 5580)";M     ;"311,17";"Outros aços
Zinco
Bitola
Tubulações
";"0M 20 20 01 05 00 00
0M 10 10 37 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
13356;"TUBO ACO INDUSTRIAL DN 2"" (50,8 MM) E=1,50MM, PESO= 1,8237 KG/M";M     ;"22,56";"Outros aços
Bitola
Tubulações
";"0M 20 20 01 05 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
36365;"TUBO COLETOR DE ESGOTO PVC, JEI, DN 100 MM (NBR  7362)";M     ;"40,40";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
41930;"TUBO COLETOR DE ESGOTO PVC, JEI, DN 200 MM (NBR 7362)";M     ;"134,55";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
41931;"TUBO COLETOR DE ESGOTO PVC, JEI, DN 250 MM (NBR 7362)";M     ;"210,74";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
41932;"TUBO COLETOR DE ESGOTO PVC, JEI, DN 300 MM (NBR 7362)";M     ;"324,37";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
41933;"TUBO COLETOR DE ESGOTO PVC, JEI, DN 350 MM (NBR 7362)";M     ;"458,41";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
41934;"TUBO COLETOR DE ESGOTO PVC, JEI, DN 400 MM (NBR 7362)";M     ;"533,87";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
41936;"TUBO COLETOR DE ESGOTO, PVC, JEI, DN 150 MM  (NBR 7362)";M     ;"79,23";"Cloreto de polivinil (PVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 16 00 00
2C 78 50 00 00 00 00
"
44812;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI DN/DI 500 MM (DRENAGEM/ESGOTO)";M     ;"780,90";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41785;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI *1000* MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"2893,95";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41781;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI *400* MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"522,55";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41783;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI *800* MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"1878,60";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41786;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 1200 MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"3999,61";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41779;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 250 MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"205,80";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41780;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 300 MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"322,42";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
41782;"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 600 MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)";M     ;"1154,97";"PoIietileno (РЕ)
Tubo de parede dupla subterrâneo
";"0M 20 60 07 09 00 00
2C 14 58 02 06 00 00
"
38130;"TUBO CPVC SOLDAVEL, 35 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"42,54";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
44260;"TUBO CPVC, SOLDAVEL, 114 MM, AGUA QUENTE (NBR 15884)";M     ;"402,68";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
21123;"TUBO CPVC, SOLDAVEL, 15 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"11,84";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
21124;"TUBO CPVC, SOLDAVEL, 22 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"18,91";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
21125;"TUBO CPVC, SOLDAVEL, 28 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"32,58";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
38028;"TUBO CPVC, SOLDAVEL, 42 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"56,96";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
38029;"TUBO CPVC, SOLDAVEL, 54 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"83,37";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
38030;"TUBO CPVC, SOLDAVEL, 73 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"134,80";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
38031;"TUBO CPVC, SOLDAVEL, 89 MM, AGUA QUENTE PREDIAL (NBR 15884)";M     ;"211,59";"PoIicloreto de vinila clorado (CPVC)
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
2C 78 50 00 00 00 00
"
39735;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 1 1/8"" (28 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"112,90";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39734;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 1 3/8"" (35 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"133,92";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39736;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 1 5/8"" (42 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"152,84";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39737;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 1/2"" (12 MM), E= 19 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"20,56";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39738;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 1/4"" (6 MM), E= 9 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"7,43";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39739;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 1"" (25 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"105,70";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39733;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 2 1/8"" (54 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"182,91";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39854;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 2 5/8"" (*64* MM), E= *32* MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/MK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"185,50";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39740;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 3/4"" (18 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"101,50";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39741;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 3/8"" (10 MM), E= 19 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"18,70";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39853;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 5/8"" (15 MM), E= 19 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/MK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"24,57";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39742;"TUBO DE BORRACHA ELASTOMERICA FLEXIVEL, PRETA, PARA ISOLAMENTO TERMICO DE TUBULACAO, DN 7/8"" (22 MM), E= 32 MM, COEFICIENTE DE CONDUTIVIDADE TERMICA 0,036W/mK, VAPOR DE AGUA MAIOR OU IGUAL A 10.000";M     ;"81,58";"Borrachas
Isolamento térmico
Isolamento de tubulação
";"0M 20 60 09 00 00 00
2C 04 10 14 00 00 00
2C 14 88 02 00 00 00
"
39749;"TUBO DE COBRE CLASSE ""A"", DN = 1 "" (28 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"94,27";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39751;"TUBO DE COBRE CLASSE ""A"", DN = 1 1/2 "" (42 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"171,30";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39750;"TUBO DE COBRE CLASSE ""A"", DN = 1 1/4 "" (35 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"142,38";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39747;"TUBO DE COBRE CLASSE ""A"", DN = 1/2 "" (15 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"45,80";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39753;"TUBO DE COBRE CLASSE ""A"", DN = 2 1/2 "" (66 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"315,32";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39754;"TUBO DE COBRE CLASSE ""A"", DN = 3 "" (79 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"464,55";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39748;"TUBO DE COBRE CLASSE ""A"", DN = 3/4 "" (22 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"74,10";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
39755;"TUBO DE COBRE CLASSE ""A"", DN = 4 "" (104 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"704,36";"Cobre
Elementos para instalações de gases combustíveis
Elementos para instalações de gases combustíveis
";"0M 10 10 35 00 00 00
3E 54 02 00 00 00 00
3E 54 02 00 00 00 00
"
12742;"TUBO DE COBRE CLASSE ""E"", DN = 104 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"557,73";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12713;"TUBO DE COBRE CLASSE ""E"", DN = 15 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"29,58";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12743;"TUBO DE COBRE CLASSE ""E"", DN = 22 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"50,88";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12744;"TUBO DE COBRE CLASSE ""E"", DN = 28 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"64,58";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12745;"TUBO DE COBRE CLASSE ""E"", DN = 35 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"93,78";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12746;"TUBO DE COBRE CLASSE ""E"", DN = 42 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"126,64";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12747;"TUBO DE COBRE CLASSE ""E"", DN = 54 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"183,66";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12748;"TUBO DE COBRE CLASSE ""E"", DN = 66 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"258,74";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
12749;"TUBO DE COBRE CLASSE ""E"", DN = 79 MM, PARA INSTALACAO HIDRAULICA PREDIAL";M     ;"378,24";"Cobre
Tubos e conexões para instalações hidrossanitárias
";"0M 10 10 35 00 00 00
2C 78 50 00 00 00 00
"
39726;"TUBO DE COBRE CLASSE ""I"", DN = 1 "" (28 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"124,23";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39728;"TUBO DE COBRE CLASSE ""I"", DN = 1 1/2 "" (42 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"218,34";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39727;"TUBO DE COBRE CLASSE ""I"", DN = 1 1/4 "" (35 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"179,68";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39724;"TUBO DE COBRE CLASSE ""I"", DN = 1/2 "" (15 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"55,01";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39729;"TUBO DE COBRE CLASSE ""I"", DN = 2 "" (54 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"302,37";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39730;"TUBO DE COBRE CLASSE ""I"", DN = 2 1/2 "" (66 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"392,31";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39731;"TUBO DE COBRE CLASSE ""I"", DN = 3 "" (79 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"581,04";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39725;"TUBO DE COBRE CLASSE ""I"", DN = 3/4 "" (22 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"89,67";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39732;"TUBO DE COBRE CLASSE ""I"", DN = 4"" (104 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR";M     ;"855,26";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39660;"TUBO DE COBRE FLEXIVEL, D = 1/2 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"38,97";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39662;"TUBO DE COBRE FLEXIVEL, D = 1/4 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"18,68";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39661;"TUBO DE COBRE FLEXIVEL, D = 3/16 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"12,74";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39666;"TUBO DE COBRE FLEXIVEL, D = 3/4 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"58,63";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39664;"TUBO DE COBRE FLEXIVEL, D = 3/8 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"28,73";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39663;"TUBO DE COBRE FLEXIVEL, D = 5/16 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"22,97";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39665;"TUBO DE COBRE FLEXIVEL, D = 5/8 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS";M     ;"48,47";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
39752;"TUBO DE COBRE, CLASSE ""A"", DN = 2"" (54 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS";M     ;"243,74";"Cobre
Bitola
Tubulações
";"0M 10 10 35 00 00 00
0P 50 30 09 00 00 00
2C 14 58 00 00 00 00
"
7725;"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE = 600 MM";M     ;"221,00";"Aços carbono
Diâmetro externo
Dreno de água residual pluvial
Concreto pré-moldado
";"0M 20 20 01 01 00 00
0P 50 40 07 00 00 00
2C 30 38 02 06 00 00
2C 04 02 10 00 00 00
"
7753;"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE 1000 MM";M     ;"430,85";"Aços carbono
Diâmetro externo
Dreno de água residual pluvial
Concreto pré-moldado
";"0M 20 20 01 01 00 00
0P 50 40 07 00 00 00
2C 30 38 02 06 00 00
2C 04 02 10 00 00 00
"
13256;"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE 1100 MM";M     ;"603,57";"Aços carbono
Diâmetro externo
Dreno de água residual pluvial
Concreto pré-moldado
";"0M 20 20 01 01 00 00
0P 50 40 07 00 00 00
2C 30 38 02 06 00 00
2C 04 02 10 00 00 00
"
7757;"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE 1200 MM";M     ;"643,49";"Aços carbono
Diâmetro externo
Dreno de água residual pluvial
Concreto pré-moldado
";"0M 20 20 01 01 00 00
0P 50 40 07 00 00 00
2C 30 38 02 06 00 00
2C 04 02 10 00 00 00
"
7758;"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE 1500 MM";M     ;"932,28";"Aços carbono
Diâmetro externo
Dreno de água residual pluvial
Concreto pré-moldado
";"0M 20 20 01 01 00 00
0P 50 40 07 00 00 00
2C 30 38 02 06 00 00
2C 04 02 10 00 00 00
"
7759;"TUBO DE CONCRETO ARMADO PARA AGUAS PLUVIAIS, CLASSE PA-1, COM ENCAIXE PONTA E BOLSA, DIAMETRO NOMINAL DE 2000 MM";M     ;"2583,36";"Aços carbono
Diâmetro externo
Dreno de água residual pluvial
Concreto pré-moldado
";"0M 20 20 01 01 00 00
0P 50 40 07 00 00 00
2C 30 38 02 06 00 00
2C 04 02 10 00 00 00
"
