codigo_sinapi;descricao_sinapi;unidade_medida;custo
101485;"CARGA, MANOBRA E DESCARGA DE TUBOS PLÁSTICOS, DN 750 MM, EM CAMINHÃO CARROCERIA COM GUINDAUTO (MUNCK) 11,7 TM. AF_07/2020";T;"146,83"
101486;"CARGA, MANOBRA E DESCARGA DE TUBOS PLÁSTICOS, DN 900 MM, EM CAMINHÃO CARROCERIA COM GUINDAUTO (MUNCK) 11,7 TM. AF_07/2020";T;"132,26"
101487;"CARGA, MANOBRA E DESCARGA DE TUBOS PLÁSTICOS, DN 1000 MM, EM CAMINHÃO CARROCERIA COM GUINDAUTO (MUNCK) 11,7 TM. AF_07/2020";T;"96,85"
101488;"CARGA, MANOBRA E DESCARGA DE TUBOS PLÁSTICOS, DN 1200 MM, EM CAMINHÃO CARROCERIA COM GUINDAUTO (MUNCK) 11,7 TM. AF_07/2020";T;"83,79"
101188;"RECOMPOSIÇÃO PARCIAL DE ARAME FARPADO Nº 14 CLASSE 250, FIXADO EM CERCA COM MOURÕES DE CONCRETO - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"7,37"
101189;"CERCA COM MOURÕES DE CONCRETO, RETO, H=3,00 M, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME FARPADO Nº 14 CLASSE 250 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"78,07"
101190;"CERCA COM MOURÕES DE CONCRETO, RETO, H=3,00 M, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME DE AÇO OVALADO 15X17 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"77,21"
101191;"CERCA COM MOURÕES DE CONCRETO, RETO, H=3,00 M, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME MISTO - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"77,64"
101192;"CERCA COM MOURÕES DE CONCRETO, RETO, H=2,30 M, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME FARPADO Nº 14 CLASSE 250 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"78,72"
101193;"CERCA COM MOURÕES DE CONCRETO, RETO, H=2,30 M, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME DE AÇO OVALADO 15X17 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"70,75"
101194;"CERCA COM MOURÕES DE CONCRETO, RETO, H=2,30 M, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME MISTO - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"71,18"
101197;"CERCA COM MOURÕES DE CONCRETO, SEÇÃO ""T"" PONTA INCLINADA, 10X10 CM, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 11 FIOS DE ARAME FARPADO Nº 14 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"140,62"
101198;"CERCA COM MOURÕES DE CONCRETO, SEÇÃO ""T"" PONTA INCLINADA, 10X10 CM, ESPAÇAMENTO DE 2,5 M, CRAVADOS 0,5 M, COM 11 FIOS DE ARAME DE AÇO OVALADO 15X17 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"107,27"
101199;"CERCA COM MOURÕES DE CONCRETO, SEÇÃO ""T"" PONTA INCLINADA, 10X10CM, ESPAÇAMENTO DE 2,5M, CRAVADOS 0,5M, COM 11 FIOS DE ARAME MISTO - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"108,34"
101200;"CERCA COM MOURÕES DE MADEIRA, 7,5X7,5 CM, ESPAÇAMENTO DE 2,5 M, ALTURA LIVRE DE 2 M, CRAVADOS 0,5 M, COM 4 FIOS DE ARAME FARPADO Nº 14 CLASSE 250 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"70,32"
101201;"CERCA COM MOURÕES DE MADEIRA, 7,5X7,5 CM, ESPAÇAMENTO DE 2,5 M, ALTURA LIVRE DE 2 M, CRAVADOS 0,5 M, COM 8 FIOS DE ARAME FARPADO Nº 14 CLASSE 250 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"86,13"
101202;"CERCA COM MOURÕES DE MADEIRA ROLIÇA, DIÂMETRO 11 CM, ESPAÇAMENTO DE 2,5 M, ALTURA LIVRE DE 1,7 M, CRAVADOS 0,5 M, COM 5 FIOS DE ARAME FARPADO Nº 14 CLASSE 250 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"48,18"
101203;"CERCA COM MOURÕES DE MADEIRA ROLIÇA, DIÂMETRO 11 CM, ESPAÇAMENTO DE 2,5 M, ALTURA LIVRE DE 1,7 M, CRAVADOS 0,5 M, COM 5 FIOS DE ARAME DE AÇO OVALADO 15X17 - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"47,10"
101204;"CERCA COM MOURÕES DE MADEIRA ROLIÇA, DIÂMETRO 11 CM, ESPAÇAMENTO DE 2,5 M, ALTURA LIVRE DE 1,7 M, CRAVADOS 0,5 M, COM 5 FIOS DE ARAME MISTO - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"47,53"
101205;"PORTÃO COM MOURÕES DE MADEIRA ROLIÇA, DIÂMETRO 11 CM, COM 5 FIOS DE ARAME FARPADO Nº 14 CLASSE 250, SEM DOBRADIÇAS - FORNECIMENTO E INSTALAÇÃO. AF_05/2020";M;"48,18"
102362;"ALAMBRADO PARA QUADRA POLIESPORTIVA, ESTRUTURADO POR TUBOS DE ACO GALVANIZADO, (MONTANTES COM DIAMETRO 2"", TRAVESSAS E ESCORAS COM DIÂMETRO 1 ¼), COM TELA DE ARAME GALVANIZADO, FIO 14 BWG E MALHA QUADRADA 5X5CM (EXCETO MURETA). AF_03/2021";M2;"190,36"
102363;"ALAMBRADO PARA QUADRA POLIESPORTIVA, ESTRUTURADO POR TUBOS DE ACO GALVANIZADO, (MONTANTES COM DIAMETRO 2"", TRAVESSAS E ESCORAS COM DIÂMETRO 1 ¼), COM TELA DE ARAME GALVANIZADO, FIO 12 BWG E MALHA QUADRADA 5X5CM (EXCETO MURETA). AF_03/2021";M2;"205,71"
102364;"ALAMBRADO PARA QUADRA POLIESPORTIVA, ESTRUTURADO POR TUBOS DE ACO GALVANIZADO, (MONTANTES COM DIAMETRO 2"", TRAVESSAS E ESCORAS COM DIÂMETRO 1 ¼), COM TELA DE ARAME GALVANIZADO, FIO 10 BWG E MALHA QUADRADA 5X5CM (EXCETO MURETA). AF_03/2021";M2;"233,78"
98509;PLANTIO DE ARBUSTO OU  CERCA VIVA. AF_05/2018;UN;"18,84"
98510;"PLANTIO DE ÁRVORE ORNAMENTAL COM ALTURA DE MUDA MENOR OU IGUAL A 2,00 M. AF_05/2018";UN;"42,39"
98511;"PLANTIO DE ÁRVORE ORNAMENTAL COM ALTURA DE MUDA MAIOR QUE 2,00 M E MENOR OU IGUAL A 4,00 M. AF_05/2018";UN;"72,18"
98516;"PLANTIO DE PALMEIRA COM ALTURA DE MUDA MENOR OU IGUAL A 2,00 M. AF_05/2018";UN;"314,68"
98519;REVOLVIMENTO E LIMPEZA MANUAL DE SOLO. AF_05/2018;M2;"2,49"
98520;APLICAÇÃO DE ADUBO EM SOLO. AF_05/2018;M2;"4,92"
98521;APLICAÇÃO DE CALCÁRIO PARA CORREÇÃO DO PH DO SOLO. AF_05/2018;M2;"0,44"
98522;"ALAMBRADO EM MOURÕES DE CONCRETO, COM TELA DE ARAME GALVANIZADO (INCLUSIVE MURETA EM CONCRETO). AF_05/2018";M;"196,19"
98524;LIMPEZA MANUAL DE VEGETAÇÃO EM TERRENO COM ENXADA.AF_05/2018;M2;"3,81"
98503;PLANTIO DE GRAMA EM PAVIMENTO CONCREGRAMA. AF_05/2018;M2;"22,24"
98504;PLANTIO DE GRAMA BATATAIS EM PLACAS. AF_05/2018;M2;"16,55"
98505;PLANTIO DE FORRAÇÃO. AF_05/2018;M2;"28,68"
103946;"PLANTIO DE GRAMA ESMERALDA OU SÃO CARLOS OU CURITIBANA, EM PLACAS. AF_05/2022";M2;"21,13"
103185;"INSTALAÇÃO DE ESQUI TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"6.127,73"
103186;"INSTALAÇÃO DE MULTIEXERCITADOR COM SEIS FUNÇÕES, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"6.441,33"
103187;"INSTALAÇÃO DE SIMULADOR DE CAMINHADA TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"4.853,50"
103188;"INSTALAÇÃO DE SIMULADOR DE CAVALGADA TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"5.211,73"
103189;"INSTALAÇÃO DE SIMULADOR DE REMO INDIVIDUAL, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"2.615,35"
103190;"INSTALAÇÃO DE PRESSÃO DE PERNAS TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021";UN;"4.065,57"
103191;"INSTALAÇÃO DE ALONGADOR COM TRÊS ALTURAS, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINASTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021";UN;"2.374,14"
103192;"INSTALAÇÃO DE ROTAÇÃO DIAGONAL DUPLA, APARELHO TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021";UN;"2.526,42"
103193;"INSTALAÇÃO DE ROTAÇÃO VERTICAL DUPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021";UN;"1.950,27"
103194;"INSTALAÇÃO DE SURF DUPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021";UN;"2.800,69"
103195;"INSTALAÇÃO DE PLACA ORIENTATIVA SOBRE EXERCÍCIOS, 2,00M X 1,00M, EM TUBO DE AÇO CARBONO - PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021";UN;"2.190,33"
103205;"INSTALAÇÃO DE PRESSÃO DE PERNAS TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"4.087,57"
103206;"INSTALAÇÃO DE ALONGADOR COM TRÊS ALTURAS, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"2.396,15"
103207;"INSTALAÇÃO DE ROTAÇÃO DIAGONAL DUPLA, APARELHO TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"2.548,43"
103208;"INSTALAÇÃO DE ROTAÇÃO VERTICAL DUPLO, EM TUBO DE ACO CARBONO - EQUIPAMENTO DE GINASTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"1.972,28"
103209;"INSTALAÇÃO DE SURF DUPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"2.822,70"
103210;"INSTALAÇÃO DE PLACA ORIENTATIVA SOBRE EXERCÍCIOS, 2,00M X 1,00M, EM TUBO DE AÇO CARBONO - PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021";UN;"2.321,33"
103304;"INSTALAÇÃO DE BANCO METÁLICO COM ENCOSTO, 1,60 M DE COMPRIMENTO, EM TUBO DE AÇO CARBONO COM PINTURA ELETROSTÁTICA, SOBRE PISO DE CONCRETO EXISTENTE. AF_11/2021";UN;"1.246,45"
103307;"INSTALAÇÃO DE LIXEIRA METÁLICA DUPLA, CAPACIDADE DE 60 L, EM TUBO DE AÇO CARBONO E CESTOS EM CHAPA DE AÇO COM PINTURA ELETROSTÁTICA, SOBRE PISO DE CONCRETO EXISTENTE. AF_11/2021";UN;"1.345,58"
103310;"INSTALAÇÃO DE LIXEIRA METÁLICA DUPLA, CAPACIDADE DE 60 L, EM TUBO DE AÇO CARBONO E CESTOS EM CHAPA DE AÇO COM PINTURA ELETROSTÁTICA, SOBRE SOLO. AF_11/2021";UN;"1.283,06"
103314;"INSTALAÇÃO DE PERGOLADO DE MADEIRA, EM MAÇARANDUBA, ANGELIM OU EQUIVALENTE DA REGIÃO, FIXADO COM CONCRETO SOBRE PISO DE CONCRETO EXISTENTE. AF_11/2021";M2;"334,54"
103315;"INSTALAÇÃO DE PERGOLADO DE MADEIRA, EM MAÇARANDUBA, ANGELIM OU EQUIVALENTE DA REGIÃO, FIXADO COM CONCRETO SOBRE SOLO. AF_11/2021";M2;"324,28"
103769;"PAR DE TABELAS DE BASQUETE DE COMPENSADO NAVAL, COM AROS E REDES - FORNECIMENTO E INSTALAÇÃO. AF_03/2022";UN;"3.993,46"
98525;"LIMPEZA MECANIZADA DE CAMADA VEGETAL, VEGETAÇÃO E PEQUENAS ÁRVORES (DIÂMETRO DE TRONCO MENOR QUE 0,20 M), COM TRATOR DE ESTEIRAS.AF_05/2018";M2;"0,43"
98526;"REMOÇÃO DE RAÍZES REMANESCENTES DE TRONCO DE ÁRVORE COM DIÂMETRO MAIOR OU IGUAL A 0,20 M E MENOR QUE 0,40 M.AF_05/2018";UN;"93,56"
98527;"REMOÇÃO DE RAÍZES REMANESCENTES DE TRONCO DE ÁRVORE COM DIÂMETRO MAIOR OU IGUAL A 0,40 M E MENOR QUE 0,60 M.AF_05/2018";UN;"201,44"
98528;"REMOÇÃO DE RAÍZES REMANESCENTES DE TRONCO DE ÁRVORE COM DIÂMETRO MAIOR OU IGUAL A 0,60 M.AF_05/2018";UN;"294,57"
98529;"CORTE RASO E RECORTE DE ÁRVORE COM DIÂMETRO DE TRONCO MAIOR OU IGUAL A 0,20 M E MENOR QUE 0,40 M.AF_05/2018";UN;"82,12"
98530;"CORTE RASO E RECORTE DE ÁRVORE COM DIÂMETRO DE TRONCO MAIOR OU IGUAL A 0,40 M E MENOR QUE 0,60 M.AF_05/2018";UN;"146,29"
98531;"CORTE RASO E RECORTE DE ÁRVORE COM DIÂMETRO DE TRONCO MAIOR OU IGUAL A 0,60 M.AF_05/2018";UN;"317,89"
98532;"PODA EM ALTURA DE ÁRVORE COM DIÂMETRO DE TRONCO MENOR QUE 0,20 M.AF_05/2018";UN;"121,06"
98533;"PODA EM ALTURA DE ÁRVORE COM DIÂMETRO DE TRONCO MAIOR OU IGUAL A 0,20 M E MENOR QUE 0,40 M.AF_05/2018";UN;"331,50"
98534;"PODA EM ALTURA DE ÁRVORE COM DIÂMETRO DE TRONCO MAIOR OU IGUAL A 0,40 M E MENOR QUE 0,60 M.AF_05/2018";UN;"849,36"
98535;"PODA EM ALTURA DE ÁRVORE COM DIÂMETRO DE TRONCO MAIOR OU IGUAL A 0,60 M.AF_05/2018";UN;"1.344,18"
88238;AJUDANTE DE ARMADOR COM ENCARGOS COMPLEMENTARES;H;"25,83"
88239;AJUDANTE DE CARPINTEIRO COM ENCARGOS COMPLEMENTARES;H;"27,07"
88240;AJUDANTE DE ESTRUTURA METÁLICA COM ENCARGOS COMPLEMENTARES;H;"26,00"
88241;AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES;H;"28,70"
88242;AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES;H;"25,88"
88243;AJUDANTE ESPECIALIZADO COM ENCARGOS COMPLEMENTARES;H;"26,89"
88245;ARMADOR COM ENCARGOS COMPLEMENTARES;H;"32,41"
88246;ASSENTADOR DE TUBOS COM ENCARGOS COMPLEMENTARES;H;"34,46"
88247;AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES;H;"27,68"
88248;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;H;"26,70"
88249;AUXILIAR DE LABORATÓRIO COM ENCARGOS COMPLEMENTARES;H;"30,74"
88250;AUXILIAR DE MECÂNICO COM ENCARGOS COMPLEMENTARES;H;"26,91"
88251;AUXILIAR DE SERRALHEIRO COM ENCARGOS COMPLEMENTARES;H;"27,18"
88252;AUXILIAR DE SERVIÇOS GERAIS COM ENCARGOS COMPLEMENTARES;H;"28,83"
88253;AUXILIAR DE TOPÓGRAFO COM ENCARGOS COMPLEMENTARES;H;"12,24"
88255;AUXILIAR TÉCNICO DE ENGENHARIA COM ENCARGOS COMPLEMENTARES;H;"42,11"
88256;AZULEJISTA OU LADRILHISTA COM ENCARGOS COMPLEMENTARES;H;"35,23"
88257;"BLASTER, DINAMITADOR OU CABO DE FOGO COM ENCARGOS COMPLEMENTARES";H;"32,68"
88258;CADASTRISTA DE REDES DE AGUA E ESGOTO COM ENCARGOS COMPLEMENTARES;H;"20,19"
88260;CALCETEIRO COM ENCARGOS COMPLEMENTARES;H;"32,20"
88261;CARPINTEIRO DE ESQUADRIA COM ENCARGOS COMPLEMENTARES;H;"34,92"
88262;CARPINTEIRO DE FORMAS COM ENCARGOS COMPLEMENTARES;H;"32,95"
88263;CAVOUQUEIRO OU OPERADOR PERFURATRIZ/ROMPEDOR COM ENCARGOS COMPLEMENTARES;H;"23,96"
88264;ELETRICISTA COM ENCARGOS COMPLEMENTARES;H;"33,79"
88265;ELETRICISTA INDUSTRIAL COM ENCARGOS COMPLEMENTARES;H;"30,22"
88266;ELETROTÉCNICO COM ENCARGOS COMPLEMENTARES;H;"37,43"
88267;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;H;"32,70"
88269;GESSEIRO COM ENCARGOS COMPLEMENTARES;H;"32,49"
88270;IMPERMEABILIZADOR COM ENCARGOS COMPLEMENTARES;H;"33,49"
88272;MACARIQUEIRO COM ENCARGOS COMPLEMENTARES;H;"38,84"
88273;MARCENEIRO COM ENCARGOS COMPLEMENTARES;H;"29,54"
88274;MARMORISTA/GRANITEIRO COM ENCARGOS COMPLEMENTARES;H;"27,60"
88275;MECÃNICO DE EQUIPAMENTOS PESADOS COM ENCARGOS COMPLEMENTARES;H;"41,70"
88277;MONTADOR (TUBO AÇO/EQUIPAMENTOS) COM ENCARGOS COMPLEMENTARES;H;"31,36"
88278;MONTADOR DE ESTRUTURA METÁLICA COM ENCARGOS COMPLEMENTARES;H;"33,27"
88279;MONTADOR ELETROMECÃNICO COM ENCARGOS COMPLEMENTARES;H;"41,16"
88281;MOTORISTA DE BASCULANTE COM ENCARGOS COMPLEMENTARES;H;"30,69"
88282;MOTORISTA DE CAMINHÃO COM ENCARGOS COMPLEMENTARES;H;"32,11"
88283;MOTORISTA DE CAMINHÃO E CARRETA COM ENCARGOS COMPLEMENTARES;H;"40,54"
88284;MOTORISTA DE VEIÍCULO LEVE COM ENCARGOS COMPLEMENTARES;H;"24,27"
88285;MOTORISTA DE VEÍCULO PESADO COM ENCARGOS COMPLEMENTARES;H;"35,27"
88286;MOTORISTA OPERADOR DE MUNCK COM ENCARGOS COMPLEMENTARES;H;"25,21"
88288;NIVELADOR COM ENCARGOS COMPLEMENTARES;H;"15,09"
88291;OPERADOR DE BETONEIRA (CAMINHÃO) COM ENCARGOS COMPLEMENTARES;H;"29,71"
88292;OPERADOR DE COMPRESSOR OU COMPRESSORISTA COM ENCARGOS COMPLEMENTARES;H;"31,00"
88293;OPERADOR DE DEMARCADORA DE FAIXAS COM ENCARGOS COMPLEMENTARES;H;"34,97"
88294;OPERADOR DE ESCAVADEIRA COM ENCARGOS COMPLEMENTARES;H;"37,74"
88295;OPERADOR DE GUINCHO COM ENCARGOS COMPLEMENTARES;H;"36,66"
88296;OPERADOR DE GUINDASTE COM ENCARGOS COMPLEMENTARES;H;"36,66"
88297;OPERADOR DE MÁQUINAS E EQUIPAMENTOS COM ENCARGOS COMPLEMENTARES;H;"37,31"
88298;OPERADOR DE MARTELETE OU MARTELETEIRO COM ENCARGOS COMPLEMENTARES;H;"33,18"
88299;OPERADOR DE MOTO-ESCREIPER COM ENCARGOS COMPLEMENTARES;H;"35,44"
88300;OPERADOR DE MOTONIVELADORA COM ENCARGOS COMPLEMENTARES;H;"41,89"
88301;OPERADOR DE PÁ CARREGADEIRA COM ENCARGOS COMPLEMENTARES;H;"36,41"
88302;OPERADOR DE PAVIMENTADORA COM ENCARGOS COMPLEMENTARES;H;"36,35"
88303;OPERADOR DE ROLO COMPACTADOR COM ENCARGOS COMPLEMENTARES;H;"34,15"
88304;"OPERADOR DE USINA DE ASFALTO, DE SOLOS OU DE CONCRETO COM ENCARGOS COMPLEMENTARES";H;"32,21"
88306;OPERADOR JATO DE AREIA OU JATISTA COM ENCARGOS COMPLEMENTARES;H;"34,52"
88307;OPERADOR PARA BATE ESTACAS COM ENCARGOS COMPLEMENTARES;H;"36,11"
88308;PASTILHEIRO COM ENCARGOS COMPLEMENTARES;H;"35,23"
88309;PEDREIRO COM ENCARGOS COMPLEMENTARES;H;"33,38"
88310;PINTOR COM ENCARGOS COMPLEMENTARES;H;"34,78"
88311;PINTOR DE LETREIROS COM ENCARGOS COMPLEMENTARES;H;"32,81"
88312;PINTOR PARA TINTA EPÓXI COM ENCARGOS COMPLEMENTARES;H;"34,78"
88313;POCEIRO COM ENCARGOS COMPLEMENTARES;H;"27,88"
88314;RASTELEIRO COM ENCARGOS COMPLEMENTARES;H;"26,78"
88315;SERRALHEIRO COM ENCARGOS COMPLEMENTARES;H;"33,13"
88316;SERVENTE COM ENCARGOS COMPLEMENTARES;H;"26,12"
88317;SOLDADOR COM ENCARGOS COMPLEMENTARES;H;"38,20"
88318;SOLDADOR A (PARA SOLDA A SER TESTADA COM RAIOS "X") COM ENCARGOS COMPLEMENTARES;H;"64,49"
88320;TAQUEADOR OU TAQUEIRO COM ENCARGOS COMPLEMENTARES;H;"34,86"
88321;TÉCNICO DE LABORATÓRIO COM ENCARGOS COMPLEMENTARES;H;"42,53"
88322;TÉCNICO DE SONDAGEM COM ENCARGOS COMPLEMENTARES;H;"33,89"
88323;TELHADISTA COM ENCARGOS COMPLEMENTARES;H;"32,65"
88324;TRATORISTA COM ENCARGOS COMPLEMENTARES;H;"36,05"
88325;VIDRACEIRO COM ENCARGOS COMPLEMENTARES;H;"29,84"
88326;VIGIA NOTURNO COM ENCARGOS COMPLEMENTARES;H;"33,71"
88377;OPERADOR DE BETONEIRA ESTACIONÁRIA/MISTURADOR COM ENCARGOS COMPLEMENTARES;H;"28,91"
88441;JARDINEIRO COM ENCARGOS COMPLEMENTARES;H;"27,06"
88597;DESENHISTA DETALHISTA COM ENCARGOS COMPLEMENTARES;H;"41,08"
90766;ALMOXARIFE COM ENCARGOS COMPLEMENTARES;H;"31,16"
90767;APONTADOR OU APROPRIADOR COM ENCARGOS COMPLEMENTARES;H;"32,17"
90768;ARQUITETO DE OBRA JUNIOR COM ENCARGOS COMPLEMENTARES;H;"86,47"
90769;ARQUITETO DE OBRA PLENO COM ENCARGOS COMPLEMENTARES;H;"122,02"
90770;ARQUITETO DE OBRA SENIOR COM ENCARGOS COMPLEMENTARES;H;"160,71"
90771;AUXILIAR DE DESENHISTA COM ENCARGOS COMPLEMENTARES;H;"21,70"
90772;AUXILIAR DE ESCRITORIO COM ENCARGOS COMPLEMENTARES;H;"23,69"
90773;DESENHISTA COPISTA COM ENCARGOS COMPLEMENTARES;H;"14,68"
90775;DESENHISTA PROJETISTA COM ENCARGOS COMPLEMENTARES;H;"23,16"
90776;ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES;H;"44,13"
90777;ENGENHEIRO CIVIL DE OBRA JUNIOR COM ENCARGOS COMPLEMENTARES;H;"117,41"
90778;ENGENHEIRO CIVIL DE OBRA PLENO COM ENCARGOS COMPLEMENTARES;H;"133,37"
90779;ENGENHEIRO CIVIL DE OBRA SENIOR COM ENCARGOS COMPLEMENTARES;H;"181,60"
90780;MESTRE DE OBRAS COM ENCARGOS COMPLEMENTARES;H;"59,69"
90781;TOPOGRAFO COM ENCARGOS COMPLEMENTARES;H;"24,86"
91677;ENGENHEIRO ELETRICISTA COM ENCARGOS COMPLEMENTARES;H;"120,88"
91678;ENGENHEIRO SANITARISTA COM ENCARGOS COMPLEMENTARES;H;"112,45"
93558;MOTORISTA DE CAMINHAO COM ENCARGOS COMPLEMENTARES;MES;"5.723,89"
93559;DESENHISTA DETALHISTA COM ENCARGOS COMPLEMENTARES;MES;"7.232,11"
93560;DESENHISTA COPISTA COM ENCARGOS COMPLEMENTARES;MES;"2.603,29"
93561;DESENHISTA PROJETISTA COM ENCARGOS COMPLEMENTARES;MES;"4.092,36"
93562;AUXILIAR DE DESENHISTA COM ENCARGOS COMPLEMENTARES;MES;"3.833,18"
93563;ALMOXARIFE COM ENCARGOS COMPLEMENTARES;MES;"5.491,07"
93564;APONTADOR OU APROPRIADOR COM ENCARGOS COMPLEMENTARES;MES;"5.647,70"
93565;ENGENHEIRO CIVIL DE OBRA JUNIOR COM ENCARGOS COMPLEMENTARES;MES;"20.563,34"
93566;AUXILIAR DE ESCRITORIO COM ENCARGOS COMPLEMENTARES;MES;"4.181,75"
93567;ENGENHEIRO CIVIL DE OBRA PLENO COM ENCARGOS COMPLEMENTARES;MES;"23.354,95"
93568;ENGENHEIRO CIVIL DE OBRA SENIOR COM ENCARGOS COMPLEMENTARES;MES;"31.791,85"
93569;ARQUITETO JUNIOR COM ENCARGOS COMPLEMENTARES;MES;"15.178,15"
